listing_id,locality,bhk,sqft,bathrooms,furnishing,property_age_years,metro_distance_km,parking,gated_community,monthly_rent_inr
BLR-0676,Jayanagar,2,1012,1,Unfurnished,14,2.7,1,0,35999
BLR-0677,Jayanagar,3,1477,2,Unfurnished,3,1.8,1,1,57167
BLR-0678,Indiranagar,3,1489,3,Semi Furnished,19,4.3,1,1,69123
BLR-0679,Kengeri,2,1109,1,Semi Furnished,11,1.2,1,1,23224
BLR-0680,Kengeri,3,1633,3,Semi Furnished,2,6.5,1,0,36888
BLR-0681,Kengeri,4,1819,4,Semi Furnished,12,2.4,1,1,43614
BLR-0682,Banashankari,3,1481,3,Semi Furnished,4,5.6,1,0,40766
BLR-0683,Marathahalli,3,1560,3,Semi Furnished,2,4.3,1,1,54729
BLR-0684,HSR Layout,2,1147,2,Unfurnished,20,3.5,1,1,30652
BLR-0685,Sarjapur Road,2,1155,2,Semi Furnished,16,0.2,1,1,44997
BLR-0686,Koramangala,2,1422,1,Fully Furnished,1,4.7,1,1,64300
BLR-0687,Banashankari,2,1101,2,Semi Furnished,8,5.8,1,0,30586
BLR-0688,Indiranagar,2,1057,1,Unfurnished,10,8.9,1,0,35168
BLR-0689,HSR Layout,3,1687,3,Semi Furnished,15,6.0,0,1,62737
BLR-0690,Hebbal,3,1599,3,Unfurnished,19,3.8,1,1,48557
BLR-0691,Electronic City,2,1426,2,Unfurnished,5,2.6,0,0,28079
BLR-0692,HSR Layout,2,1106,2,Semi Furnished,12,0.7,0,1,39782
BLR-0693,Indiranagar,1,630,1,Unfurnished,15,1.6,1,0,26635
BLR-0694,Yelahanka,2,1132,2,Fully Furnished,4,3.0,1,1,33766
BLR-0695,Yelahanka,2,1036,3,Semi Furnished,11,7.6,1,1,29057
BLR-0696,Jayanagar,3,1607,4,Semi Furnished,16,5.2,1,0,63088
BLR-0697,Kengeri,2,1333,3,Unfurnished,6,4.8,1,1,27226
BLR-0698,Sarjapur Road,2,1098,2,Unfurnished,11,7.3,1,0,22503
BLR-0699,Whitefield,2,1227,2,Unfurnished,15,2.2,1,1,40129
BLR-0700,Kengeri,1,766,2,Semi Furnished,19,4.5,1,1,15566
BLR-0701,Electronic City,4,1895,4,Semi Furnished,6,4.4,1,1,44422
BLR-0702,Hebbal,2,1014,2,Semi Furnished,2,5.9,1,1,31601
BLR-0703,Sarjapur Road,4,1641,5,Semi Furnished,10,2.3,1,1,58905
BLR-0704,Koramangala,3,1498,2,Unfurnished,18,4.7,1,1,52479
BLR-0705,Yelahanka,4,1761,4,Semi Furnished,18,3.0,0,1,45307
BLR-0706,Whitefield,2,1110,2,Semi Furnished,13,3.9,1,1,47004
BLR-0707,Banashankari,3,1490,3,Semi Furnished,16,4.7,0,1,36795
BLR-0708,Yelahanka,2,1227,2,Semi Furnished,16,5.8,1,1,18915
BLR-0709,Marathahalli,2,1156,2,Semi Furnished,18,1.4,0,1,37722
BLR-0710,Kengeri,3,1545,4,Semi Furnished,2,0.2,0,1,35483
BLR-0711,Jayanagar,2,1286,3,Unfurnished,20,0.2,1,1,43220
BLR-0712,Jayanagar,3,1470,3,Semi Furnished,12,5.5,0,1,54069
BLR-0713,Sarjapur Road,3,1368,3,Semi Furnished,4,1.9,0,1,49012
BLR-0714,HSR Layout,3,1716,3,Unfurnished,8,1.8,1,0,54841
BLR-0715,Indiranagar,3,1441,3,Unfurnished,3,5.6,1,0,56976
BLR-0716,Electronic City,4,1968,4,Semi Furnished,17,0.2,1,0,53368
BLR-0717,Jayanagar,2,1048,3,Unfurnished,20,2.9,1,0,31067
BLR-0718,Koramangala,1,704,2,Semi Furnished,5,1.5,0,1,38862
BLR-0719,Koramangala,1,895,1,Semi Furnished,3,2.5,0,1,39747
BLR-0720,Sarjapur Road,3,1491,3,Unfurnished,14,0.9,1,1,43402
BLR-0721,Jayanagar,2,1168,2,Semi Furnished,19,1.2,0,1,46991
BLR-0722,Jayanagar,2,979,1,Unfurnished,14,3.8,1,1,39474
BLR-0723,Whitefield,3,1463,2,Fully Furnished,0,2.3,1,1,53700
BLR-0724,Koramangala,2,914,2,Semi Furnished,18,1.3,1,0,40069
BLR-0725,Banashankari,3,1495,3,Semi Furnished,0,8.5,1,1,38625
BLR-0726,Koramangala,2,826,3,Fully Furnished,17,2.9,1,1,58478
BLR-0727,Banashankari,1,518,1,Fully Furnished,15,2.5,1,1,33313
BLR-0728,Hebbal,2,1300,3,Fully Furnished,8,2.9,1,1,45531
BLR-0729,Indiranagar,2,1131,2,Semi Furnished,20,1.7,0,1,50987
BLR-0730,Banashankari,2,1110,2,Fully Furnished,8,5.3,1,1,33209
BLR-0731,Whitefield,2,1060,2,Semi Furnished,4,6.1,1,1,42570
BLR-0732,Electronic City,1,752,1,Unfurnished,3,4.1,0,0,19023
BLR-0733,Marathahalli,1,696,2,Semi Furnished,1,6.7,1,1,26628
BLR-0734,Sarjapur Road,2,1166,1,Unfurnished,1,2.5,1,0,30823
BLR-0735,Jayanagar,2,1175,2,Semi Furnished,14,3.0,0,1,41849
BLR-0736,HSR Layout,1,628,1,Semi Furnished,5,3.5,0,0,31032
BLR-0737,Koramangala,2,1124,1,Semi Furnished,15,1.7,1,0,51996
BLR-0738,Sarjapur Road,4,2156,4,Semi Furnished,1,5.4,0,1,65681
BLR-0739,Sarjapur Road,2,1131,2,Unfurnished,19,0.2,0,1,35214
BLR-0740,Yelahanka,2,1179,3,Semi Furnished,14,0.7,0,1,29888
BLR-0741,Jayanagar,2,1079,3,Semi Furnished,9,1.9,1,0,48086
BLR-0742,Kengeri,4,1855,4,Unfurnished,20,3.9,1,1,32454
BLR-0743,Koramangala,3,1428,4,Semi Furnished,9,5.0,0,1,69754
BLR-0744,Marathahalli,2,1040,1,Semi Furnished,17,4.2,1,0,27416
BLR-0745,HSR Layout,3,1313,2,Semi Furnished,11,1.2,1,1,63864
BLR-0746,HSR Layout,3,1622,4,Semi Furnished,8,3.3,1,1,66704
BLR-0747,Indiranagar,3,1642,2,Semi Furnished,18,0.2,1,0,70974
BLR-0748,Koramangala,2,1157,1,Fully Furnished,11,0.9,1,1,61190
BLR-0749,Sarjapur Road,2,1110,2,Semi Furnished,2,2.4,1,1,39233
BLR-0750,Kengeri,1,784,1,Fully Furnished,4,4.2,1,1,22330
BLR-0751,Electronic City,3,1483,3,Semi Furnished,16,2.1,1,1,39079
BLR-0752,Electronic City,2,980,3,Semi Furnished,15,1.9,1,0,29464
BLR-0753,Kengeri,2,1194,2,Semi Furnished,5,2.7,1,1,24658
BLR-0754,Jayanagar,3,1653,3,Semi Furnished,8,0.2,0,1,68673
BLR-0755,Jayanagar,2,1235,1,Semi Furnished,19,1.9,0,1,48127
BLR-0756,Hebbal,1,806,2,Unfurnished,11,1.7,0,1,28558
BLR-0757,Whitefield,3,1541,4,Semi Furnished,13,4.3,1,1,51385
BLR-0758,HSR Layout,3,1453,3,Semi Furnished,5,1.7,1,0,59513
BLR-0759,Marathahalli,2,1140,1,Semi Furnished,0,4.1,1,1,37424
BLR-0760,Koramangala,3,1532,3,Unfurnished,12,0.4,0,1,64472
BLR-0761,Whitefield,3,1667,3,Semi Furnished,5,1.3,0,1,57201
BLR-0762,Hebbal,4,1893,3,Semi Furnished,19,3.6,1,1,52700
BLR-0763,Hebbal,2,1110,2,Fully Furnished,2,6.7,0,1,40855
BLR-0764,Koramangala,3,1682,2,Unfurnished,13,5.4,1,1,62922
BLR-0765,Banashankari,3,1650,4,Semi Furnished,5,2.9,1,1,53642
BLR-0766,Marathahalli,2,1191,2,Unfurnished,8,3.9,1,1,31148
BLR-0767,Electronic City,2,1314,2,Unfurnished,11,1.7,1,1,36540
BLR-0768,HSR Layout,2,929,2,Semi Furnished,4,0.2,1,0,40457
BLR-0769,Yelahanka,1,702,1,Semi Furnished,17,2.7,1,1,24033
BLR-0770,Jayanagar,1,350,1,Semi Furnished,1,3.1,1,1,29320
BLR-0771,Yelahanka,2,1147,2,Semi Furnished,3,4.0,0,0,29615
BLR-0772,Hebbal,3,1522,3,Semi Furnished,4,4.2,0,1,45750
BLR-0773,Electronic City,1,786,1,Semi Furnished,5,1.6,1,0,23611
BLR-0774,Hebbal,2,1069,2,Unfurnished,18,3.5,0,1,33169
BLR-0775,HSR Layout,3,1440,3,Unfurnished,14,2.9,0,1,51521
BLR-0776,Whitefield,1,792,1,Fully Furnished,13,0.2,1,0,36740
BLR-0777,Jayanagar,3,1678,4,Fully Furnished,18,5.9,1,0,65337
BLR-0778,Banashankari,2,950,3,Semi Furnished,12,0.2,1,0,37196
BLR-0779,Marathahalli,2,1210,2,Unfurnished,20,1.8,0,1,31545
BLR-0780,Whitefield,1,765,2,Unfurnished,2,3.2,0,1,28508
BLR-0781,HSR Layout,2,1109,2,Semi Furnished,10,4.1,1,1,35843
BLR-0782,Kengeri,2,1352,2,Semi Furnished,8,0.2,0,1,29775
BLR-0783,Hebbal,3,1500,2,Unfurnished,19,1.4,1,1,47141
BLR-0784,Koramangala,1,812,1,Semi Furnished,19,4.2,1,1,42781
BLR-0785,Koramangala,2,1193,2,Semi Furnished,5,1.8,1,1,55746
BLR-0786,Marathahalli,2,1265,2,Semi Furnished,19,3.6,1,1,36233
BLR-0787,Banashankari,3,1461,4,Fully Furnished,3,0.9,1,0,45791
BLR-0788,Hebbal,1,781,2,Semi Furnished,13,2.7,0,0,18470
BLR-0789,Hebbal,2,1241,2,Semi Furnished,1,5.5,1,1,37768
BLR-0790,Indiranagar,3,1502,4,Semi Furnished,5,6.4,0,1,70428
BLR-0791,HSR Layout,2,1172,1,Semi Furnished,16,1.7,1,1,45502
BLR-0792,Indiranagar,1,689,1,Fully Furnished,12,1.4,1,0,49025
BLR-0793,Indiranagar,1,720,1,Fully Furnished,1,4.1,1,0,45474
BLR-0794,Yelahanka,1,832,1,Semi Furnished,16,2.3,1,0,23498
BLR-0795,Electronic City,1,801,1,Fully Furnished,0,2.4,1,1,23070
BLR-0796,Banashankari,2,1142,3,Unfurnished,2,3.0,1,1,31804
BLR-0797,Koramangala,2,1192,2,Semi Furnished,7,1.6,1,0,53247
BLR-0798,Sarjapur Road,4,2031,3,Fully Furnished,0,2.7,1,1,71310
BLR-0799,Whitefield,3,1441,2,Unfurnished,0,6.6,1,0,32951
BLR-0800,Jayanagar,2,977,3,Semi Furnished,13,4.4,1,1,40052
BLR-0801,Jayanagar,3,1605,4,Unfurnished,1,3.0,1,0,60886
BLR-0802,Jayanagar,2,968,1,Semi Furnished,2,1.3,0,1,40679
BLR-0803,Yelahanka,3,1341,3,Semi Furnished,5,5.1,1,1,32977
BLR-0804,Whitefield,1,696,2,Unfurnished,17,4.4,1,0,20318
BLR-0805,Whitefield,2,1224,3,Semi Furnished,4,5.5,1,1,42702
BLR-0806,Indiranagar,3,1464,3,Semi Furnished,7,1.5,1,0,68746
BLR-0807,Banashankari,1,662,2,Fully Furnished,2,5.6,0,1,25811
BLR-0808,Yelahanka,3,1470,3,Semi Furnished,5,4.4,1,1,31180
BLR-0809,Indiranagar,3,1383,3,Semi Furnished,1,3.7,1,1,65147
BLR-0810,Koramangala,2,1140,3,Fully Furnished,18,3.7,0,0,52852
BLR-0811,Yelahanka,2,1050,2,Semi Furnished,14,0.7,1,0,27534
BLR-0812,Hebbal,4,1594,3,Semi Furnished,3,2.1,1,0,50459
BLR-0813,Koramangala,3,1523,2,Fully Furnished,6,6.7,1,1,73051
BLR-0814,Indiranagar,2,1228,2,Unfurnished,3,3.0,0,0,47255
BLR-0815,Sarjapur Road,1,780,2,Semi Furnished,14,4.0,1,1,29794
BLR-0816,Electronic City,1,880,1,Semi Furnished,9,1.2,1,1,20231
BLR-0817,Electronic City,2,1116,2,Unfurnished,1,2.7,0,0,26085
BLR-0818,Hebbal,2,967,2,Semi Furnished,17,6.6,1,0,26047
BLR-0819,Koramangala,3,1606,3,Semi Furnished,5,3.4,0,1,63059
BLR-0820,Whitefield,2,1250,2,Semi Furnished,10,0.7,1,1,46380
BLR-0821,Yelahanka,1,910,1,Unfurnished,18,1.1,1,1,20911
BLR-0822,HSR Layout,3,1734,3,Semi Furnished,20,0.2,1,1,66274
BLR-0823,Banashankari,2,1199,2,Fully Furnished,4,6.2,1,0,44720
BLR-0824,Electronic City,1,750,1,Semi Furnished,8,3.0,1,0,18237
BLR-0825,Banashankari,3,1526,2,Semi Furnished,1,4.3,1,0,44252
BLR-0826,Sarjapur Road,2,890,2,Fully Furnished,20,5.3,0,0,32853
BLR-0827,Electronic City,1,780,1,Unfurnished,0,3.9,1,0,16738
BLR-0828,Electronic City,3,1652,2,Semi Furnished,13,3.0,0,0,35962
BLR-0829,Indiranagar,2,1272,2,Unfurnished,15,2.8,1,1,50969
BLR-0830,HSR Layout,1,948,1,Semi Furnished,8,3.1,1,1,39581
BLR-0831,Electronic City,3,1390,4,Semi Furnished,14,2.1,0,1,39602
BLR-0832,Koramangala,2,1193,2,Unfurnished,15,3.4,1,0,45157
BLR-0833,Banashankari,3,1410,3,Unfurnished,12,0.2,1,0,39079
BLR-0834,Hebbal,1,695,2,Unfurnished,20,4.8,1,1,22956
BLR-0835,Hebbal,4,2066,5,Semi Furnished,16,2.6,0,0,60383
BLR-0836,Koramangala,2,1126,1,Fully Furnished,7,4.5,1,1,65030
BLR-0837,HSR Layout,3,1417,3,Semi Furnished,13,3.4,0,0,48963
BLR-0838,HSR Layout,4,2016,5,Semi Furnished,12,4.2,0,1,75384
BLR-0839,Jayanagar,4,1797,4,Semi Furnished,18,3.1,0,1,64443
BLR-0840,Sarjapur Road,3,1548,3,Unfurnished,8,0.2,1,0,44548
BLR-0841,Jayanagar,1,905,1,Semi Furnished,14,0.2,1,1,45691
BLR-0842,Electronic City,3,1668,3,Semi Furnished,13,1.4,1,1,39151
BLR-0843,Hebbal,2,1215,2,Semi Furnished,3,7.4,1,1,44030
BLR-0844,Electronic City,3,1699,2,Unfurnished,19,1.9,1,1,32804
BLR-0845,Jayanagar,2,1329,1,Unfurnished,19,0.2,1,1,44445
BLR-0846,Whitefield,3,1573,3,Semi Furnished,14,3.9,0,1,52854
BLR-0847,Banashankari,2,1020,2,Unfurnished,11,0.8,1,0,22794
BLR-0848,Whitefield,2,1121,2,Semi Furnished,20,3.7,0,1,38896
BLR-0849,Hebbal,3,1326,4,Unfurnished,8,4.6,0,1,39598
BLR-0850,Koramangala,2,1162,2,Semi Furnished,18,2.2,0,0,40767
BLR-0851,HSR Layout,2,893,2,Semi Furnished,9,1.2,1,1,38236
BLR-0852,Indiranagar,2,1217,1,Fully Furnished,17,1.5,0,1,59643
BLR-0853,Banashankari,3,1530,4,Fully Furnished,9,5.9,0,1,47476
BLR-0854,Marathahalli,2,1048,2,Fully Furnished,16,6.0,1,1,46806
BLR-0855,Indiranagar,1,836,1,Semi Furnished,1,3.3,1,1,45478
BLR-0856,Sarjapur Road,2,1035,2,Unfurnished,16,0.2,1,1,37854
BLR-0857,Koramangala,1,756,2,Semi Furnished,20,3.7,1,0,36722
BLR-0858,HSR Layout,3,1361,3,Unfurnished,7,4.7,1,1,49322
BLR-0859,Koramangala,1,835,1,Unfurnished,8,4.6,1,0,36168
BLR-0860,Banashankari,2,1151,3,Semi Furnished,14,5.9,1,1,36832
BLR-0861,Koramangala,2,934,2,Semi Furnished,13,0.6,1,1,50027
BLR-0862,Sarjapur Road,4,1869,4,Fully Furnished,3,0.2,1,0,72824
BLR-0863,HSR Layout,2,1200,2,Semi Furnished,19,6.0,1,1,40097
BLR-0864,Electronic City,4,1916,3,Unfurnished,2,4.3,0,1,35071
BLR-0865,Sarjapur Road,1,848,1,Unfurnished,9,2.5,1,1,29311
BLR-0866,Jayanagar,3,1619,4,Semi Furnished,15,3.6,0,0,50374
BLR-0867,Sarjapur Road,1,846,1,Unfurnished,6,1.7,1,1,30504
BLR-0868,Kengeri,2,993,2,Semi Furnished,1,0.7,0,1,29940
BLR-0869,Electronic City,1,735,1,Semi Furnished,0,4.3,0,1,22303
BLR-0870,Banashankari,2,1177,2,Fully Furnished,4,3.0,1,1,45087
BLR-0871,Yelahanka,1,851,1,Unfurnished,2,0.5,1,0,16507
BLR-0872,Sarjapur Road,4,2007,3,Unfurnished,2,1.9,0,1,56073
BLR-0873,Kengeri,3,1523,3,Semi Furnished,18,1.7,1,0,26693
BLR-0874,Whitefield,3,1451,4,Semi Furnished,15,6.0,1,1,50602
BLR-0875,Marathahalli,1,849,2,Fully Furnished,13,1.7,1,0,38484
BLR-0876,Indiranagar,2,1316,1,Semi Furnished,20,4.0,0,1,49706
BLR-0877,Indiranagar,1,717,1,Fully Furnished,11,3.2,0,1,42897
BLR-0878,HSR Layout,2,1121,3,Unfurnished,18,6.8,0,1,33268
BLR-0879,Yelahanka,4,2138,5,Fully Furnished,16,1.0,0,0,41405
BLR-0880,Koramangala,3,1441,3,Semi Furnished,6,3.7,1,1,71157
BLR-0881,Whitefield,3,1671,2,Unfurnished,14,2.5,1,1,47379
BLR-0882,Hebbal,2,1282,2,Semi Furnished,18,0.2,0,1,38238
BLR-0883,Jayanagar,2,902,1,Semi Furnished,7,2.6,1,0,34359
BLR-0884,Koramangala,1,601,1,Unfurnished,10,4.2,1,1,35196
BLR-0885,HSR Layout,3,1663,3,Semi Furnished,2,3.2,0,1,55312
BLR-0886,Whitefield,4,1966,5,Semi Furnished,20,4.3,1,1,67832
BLR-0887,Koramangala,3,1555,4,Semi Furnished,20,5.6,1,1,71998
BLR-0888,Sarjapur Road,2,1331,3,Fully Furnished,1,5.7,1,1,49346
BLR-0889,Yelahanka,2,1099,2,Unfurnished,18,1.9,1,0,21812
BLR-0890,Electronic City,3,1429,2,Semi Furnished,11,1.2,0,1,37196
BLR-0891,Indiranagar,3,1505,4,Fully Furnished,19,1.5,1,1,82236
BLR-0892,Indiranagar,1,634,1,Unfurnished,9,3.8,1,1,37174
BLR-0893,Yelahanka,2,1130,2,Unfurnished,2,4.9,1,1,27452
BLR-0894,Koramangala,2,960,1,Unfurnished,18,2.2,0,1,39509
BLR-0895,Koramangala,1,621,1,Semi Furnished,15,0.2,1,1,38264
BLR-0896,Electronic City,1,540,1,Fully Furnished,17,1.9,1,1,27241
BLR-0897,Koramangala,2,1077,2,Fully Furnished,11,5.5,1,1,59875
BLR-0898,Banashankari,1,756,2,Semi Furnished,19,0.4,1,1,28876
BLR-0899,Marathahalli,2,1032,1,Semi Furnished,10,0.8,0,1,36930
BLR-0900,Yelahanka,1,804,1,Fully Furnished,7,2.0,1,1,25295
BLR-0901,HSR Layout,2,1252,1,Unfurnished,18,0.7,1,1,39161
BLR-0902,Koramangala,4,1896,3,Semi Furnished,10,3.8,1,0,77917
BLR-0903,Kengeri,3,1677,3,Semi Furnished,11,2.6,0,1,38307
BLR-0904,HSR Layout,2,1274,2,Semi Furnished,15,6.4,0,1,46194
BLR-0905,Yelahanka,1,953,1,Unfurnished,16,4.1,1,1,20132
BLR-0906,Sarjapur Road,2,1101,2,Semi Furnished,13,5.4,0,1,41335
BLR-0907,Electronic City,3,1615,3,Unfurnished,20,4.5,1,1,36316
BLR-0908,Whitefield,1,780,1,Semi Furnished,11,6.3,1,0,31857
BLR-0909,Whitefield,2,1307,2,Semi Furnished,16,1.0,1,1,41992
BLR-0910,Electronic City,1,704,1,Semi Furnished,7,4.7,1,0,16380
BLR-0911,Indiranagar,3,1550,2,Unfurnished,1,0.7,1,0,65696
BLR-0912,Marathahalli,3,1546,4,Semi Furnished,5,0.2,0,1,48051
BLR-0913,Banashankari,2,1056,2,Unfurnished,14,1.3,1,1,26915
BLR-0914,Koramangala,1,643,1,Semi Furnished,0,4.3,0,1,33113
BLR-0915,Kengeri,3,1309,2,Unfurnished,13,7.6,1,0,22320
BLR-0916,Jayanagar,4,1852,4,Semi Furnished,18,7.2,1,1,65260
BLR-0917,Indiranagar,2,1141,2,Semi Furnished,18,1.3,1,1,52675
BLR-0918,Koramangala,1,809,2,Semi Furnished,18,0.7,1,0,42917
BLR-0919,Jayanagar,3,1387,3,Semi Furnished,6,3.5,1,1,53032
BLR-0920,HSR Layout,2,1207,2,Semi Furnished,19,5.6,1,1,50273
BLR-0921,Koramangala,3,1482,3,Unfurnished,9,2.1,1,1,63607
BLR-0922,Hebbal,2,1070,2,Semi Furnished,11,2.1,0,1,31744
BLR-0923,HSR Layout,1,852,1,Semi Furnished,11,4.3,1,1,31968
BLR-0924,Whitefield,3,1456,2,Semi Furnished,4,3.8,0,0,41658
BLR-0925,Indiranagar,2,999,2,Unfurnished,13,1.7,0,1,46398
BLR-0926,Banashankari,2,1151,1,Semi Furnished,15,3.7,0,0,31304
BLR-0927,Indiranagar,3,1620,4,Fully Furnished,4,5.9,1,1,91991
BLR-0928,Electronic City,1,677,1,Semi Furnished,5,3.6,1,0,21704
BLR-0929,Electronic City,2,1011,2,Semi Furnished,3,5.3,1,1,30140
BLR-0930,Hebbal,2,1065,3,Unfurnished,16,2.2,1,1,44542
BLR-0931,Jayanagar,3,1427,2,Fully Furnished,2,0.2,1,0,65207
BLR-0932,Sarjapur Road,3,1672,3,Semi Furnished,13,3.8,1,1,54015
BLR-0933,Kengeri,1,847,1,Semi Furnished,11,5.4,0,1,12248
BLR-0934,Indiranagar,1,701,1,Semi Furnished,15,2.2,0,1,39278
BLR-0935,Jayanagar,2,1212,2,Unfurnished,3,5.6,1,1,43326
BLR-0936,Hebbal,2,1167,2,Semi Furnished,19,3.9,1,1,32110
BLR-0937,Sarjapur Road,4,1998,4,Semi Furnished,16,4.6,0,0,64180
BLR-0938,Hebbal,2,1291,2,Semi Furnished,4,1.8,1,1,39909
BLR-0939,Kengeri,2,1280,1,Unfurnished,1,2.4,1,0,25436
BLR-0940,Yelahanka,3,1591,3,Fully Furnished,10,6.0,1,0,35656
BLR-0941,Indiranagar,2,1152,2,Unfurnished,5,0.3,1,0,42145
BLR-0942,Indiranagar,4,1906,4,Semi Furnished,15,2.8,1,1,90218
BLR-0943,Kengeri,2,1308,2,Fully Furnished,0,4.5,1,1,34650
BLR-0944,Yelahanka,3,1622,3,Unfurnished,0,3.8,1,1,34582
BLR-0945,Whitefield,2,1231,2,Semi Furnished,7,7.2,1,1,40035
BLR-0946,Whitefield,2,1167,2,Unfurnished,1,5.0,1,1,44076
BLR-0947,Electronic City,1,547,1,Unfurnished,11,5.2,0,1,11573
BLR-0948,Marathahalli,1,539,2,Unfurnished,1,3.3,1,1,23997
BLR-0949,Banashankari,1,832,1,Semi Furnished,3,6.2,1,1,28140
BLR-0950,Hebbal,4,1946,4,Semi Furnished,13,5.0,1,1,55922
BLR-0951,Banashankari,2,1178,3,Fully Furnished,10,1.0,0,1,33979
BLR-0952,Hebbal,3,1513,3,Semi Furnished,6,5.5,1,1,52386
BLR-0953,HSR Layout,2,1219,2,Semi Furnished,4,3.0,1,1,47413
BLR-0954,Sarjapur Road,2,1254,1,Semi Furnished,6,1.6,0,1,38382
BLR-0955,Banashankari,2,1302,3,Unfurnished,5,1.7,1,0,31207
BLR-0956,HSR Layout,2,1310,2,Unfurnished,11,2.7,0,1,43804
BLR-0957,Koramangala,1,694,1,Semi Furnished,13,1.8,1,1,40671
BLR-0958,Yelahanka,2,1016,2,Unfurnished,16,4.2,1,1,18407
BLR-0959,Whitefield,2,1222,2,Unfurnished,4,2.3,1,1,41987
BLR-0960,HSR Layout,2,1324,3,Semi Furnished,18,3.6,1,0,49682
